geometry,count
"{""type"":""Polygon"",""coordinates"":[[[116.336862,39.80027],[116.339351,39.800235],[116.339324,39.801018],[116.339373,39.801424],[116.339382,39.80149],[116.339355,39.801569],[116.339194,39.801725]]]}",36
"{""type"":""Polygon"",""coordinates"":[[[116.308167,39.892706],[116.308149,39.892173],[116.308481,39.89209],[116.308598,39.891378],[116.308221,39.891385],[116.308203,39.890935],[116.309164,39.890928],[116.3092,39.892679]]]}",71
"{""type"":""Polygon"",""coordinates"":[[[116.297679,39.95369],[116.297872,39.952923],[116.298294,39.952739],[116.299718,39.952739],[116.299637,39.95379],[116.299139,39.953821],[116.298627,39.95379]]]}",27
"{""type"":""Polygon"",""coordinates"":[[[116.379778,40.007551],[116.380851,40.007603],[116.381053,40.007607],[116.381049,40.007544],[116.381233,40.007261],[116.381273,40.007092],[116.381269,40.006864],[116.381237,40.006298],[116.381192,40.006256],[116.381089,40.006197],[116.381067,40.005966],[116.381035,40.005938],[116.380137,40.005797],[116.380025,40.005838],[116.379472,40.006695],[116.379585,40.007071]]]}",78
"{""type"":""Polygon"",""coordinates"":[[[116.681006,40.117963],[116.681042,40.114818],[116.686971,40.114728],[116.686997,40.117908]]]}",76
"{""type"":""Polygon"",""coordinates"":[[[116.312862,39.897745],[116.312822,39.897001],[116.3112,39.897074],[116.311191,39.896057],[116.312121,39.896046],[116.312597,39.896043],[116.313069,39.896019],[116.313783,39.895967],[116.313886,39.895953],[116.3139,39.897776]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.458039,39.999916],[116.459715,40.00011],[116.459894,39.999208],[116.460263,39.997505],[116.460514,39.996354],[116.462603,39.9966],[116.462868,39.994803],[116.462244,39.994648],[116.461134,39.995308],[116.460743,39.995536],[116.459773,39.994758],[116.459517,39.9949],[116.459046,39.996631],[116.458502,39.998299],[116.458233,39.999018]]]}",47
"{""type"":""Polygon"",""coordinates"":[[[116.426605,39.869211],[116.426601,39.86872],[116.425604,39.868737],[116.425626,39.868325],[116.427742,39.868377],[116.42771,39.868921],[116.427567,39.86899],[116.427405,39.869225]]]}",60
"{""type"":""Polygon"",""coordinates"":[[[116.317265,39.945271],[116.31727,39.94498],[116.319565,39.94498],[116.319453,39.945568]]]}",27
"{""type"":""Polygon"",""coordinates"":[[[116.170962,39.737249],[116.170877,39.735081],[116.170931,39.735026],[116.171043,39.734981],[116.171865,39.734977],[116.172179,39.734946],[116.17248,39.734936],[116.172386,39.737238]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.434411,40.10943],[116.434833,40.105568],[116.440331,40.105837],[116.440281,40.10654],[116.440219,40.107475],[116.440052,40.108634],[116.439989,40.109172],[116.439967,40.109751],[116.439859,40.109713],[116.438705,40.109644],[116.43711,40.109575],[116.434402,40.109455]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.385824,39.904587],[116.386273,39.904611],[116.38665,39.904646],[116.387378,39.904701],[116.387863,39.904749],[116.38811,39.904777],[116.388137,39.904781],[116.388137,39.904549],[116.388186,39.904009],[116.388249,39.903245],[116.388271,39.902975],[116.388289,39.902708],[116.388289,39.90266],[116.388262,39.90258],[116.388235,39.902532],[116.3882,39.902504],[116.38811,39.902473],[116.387939,39.902463],[116.387768,39.902449],[116.387292,39.902418],[116.38691,39.902387],[116.386677,39.902383],[116.386394,39.902369],[116.386246,39.902352],[116.386142,39.902342],[116.386053,39.902899],[116.385891,39.904051]]]}",99
"{""type"":""Polygon"",""coordinates"":[[[116.104689,39.939702],[116.104995,39.938741],[116.105062,39.938731],[116.106118,39.939045],[116.106342,39.93927],[116.106922,39.939398],[116.107097,39.939363],[116.10875,39.93882],[116.10937,39.939833],[116.109455,39.940418]]]}",55
"{""type"":""Polygon"",""coordinates"":[[[116.224013,39.762329],[116.2247,39.759993],[116.226052,39.760378],[116.22568,39.76252]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.251271,40.208138],[116.251262,40.206971],[116.251262,40.206371],[116.25463,40.206458],[116.256247,40.206478],[116.256247,40.206809],[116.256377,40.206833],[116.256508,40.206867],[116.256705,40.206998],[116.25688,40.207232],[116.256903,40.207312],[116.256867,40.208207],[116.257352,40.208193],[116.257339,40.20996],[116.255124,40.209881],[116.251774,40.209777],[116.25167,40.208872],[116.251827,40.208672],[116.251823,40.20809]]]}",18
"{""type"":""Polygon"",""coordinates"":[[[116.299113,39.934842],[116.298762,39.934548],[116.298767,39.933528],[116.299881,39.933469],[116.300006,39.933434],[116.300334,39.933417],[116.300325,39.934873],[116.299126,39.934866]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.303664,39.84301],[116.310697,39.843086],[116.3112,39.841085],[116.311623,39.839243],[116.31182,39.838439],[116.31182,39.83756],[116.308748,39.837553],[116.304149,39.837553],[116.303978,39.83765],[116.303969,39.839748],[116.303897,39.841348]]]}",63
"{""type"":""Polygon"",""coordinates"":[[[116.442118,39.890066],[116.442927,39.890063],[116.442886,39.889762],[116.442904,39.889409],[116.442922,39.889053],[116.442931,39.888942],[116.442208,39.888952],[116.442181,39.888942],[116.442127,39.889035],[116.442105,39.88917],[116.442073,39.889544],[116.44206,39.889779]]]}",68
"{""type"":""Polygon"",""coordinates"":[[[116.359325,40.03552],[116.357695,40.03532],[116.357816,40.034598],[116.356891,40.034398],[116.357106,40.033921],[116.357686,40.033414],[116.35809,40.033376],[116.358625,40.033396],[116.359608,40.033624],[116.359491,40.034595]]]}",68
"{""type"":""Polygon"",""coordinates"":[[[116.339475,39.901047],[116.33978,39.901085],[116.339915,39.901116],[116.340095,39.90114],[116.34018,39.901164],[116.340431,39.901247],[116.34053,39.901279],[116.341204,39.901251],[116.341177,39.900362],[116.34115,39.899199],[116.341155,39.898819],[116.341155,39.898774],[116.340759,39.898784],[116.339699,39.898777],[116.339461,39.898777],[116.339223,39.898767],[116.339106,39.898774],[116.339124,39.899625],[116.339115,39.900469],[116.339129,39.900493],[116.339133,39.900511],[116.339502,39.900521]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.469437,39.998254],[116.46954,39.99585],[116.46968,39.995712],[116.468575,39.995211],[116.468346,39.996113],[116.46778,39.996092],[116.467546,39.998013]]]}",49
"{""type"":""Polygon"",""coordinates"":[[[116.321958,39.519103],[116.321886,39.518331],[116.322892,39.518296],[116.322924,39.519086]]]}",28
"{""type"":""Polygon"",""coordinates"":[[[116.512704,39.93955],[116.513688,39.939605],[116.514065,39.939619],[116.514155,39.939564],[116.514141,39.939066],[116.514042,39.939059],[116.512794,39.939076]]]}",74
"{""type"":""Polygon"",""coordinates"":[[[116.318484,40.038993],[116.318915,40.037999],[116.320119,40.038171],[116.319984,40.038565],[116.320775,40.038682],[116.320577,40.039352]]]}",30
"{""type"":""Polygon"",""coordinates"":[[[116.386721,39.959667],[116.386915,39.959677],[116.387112,39.959684],[116.387238,39.959681],[116.38744,39.959674],[116.387638,39.959667],[116.387777,39.959663],[116.387934,39.959663],[116.38806,39.959663],[116.388159,39.959663],[116.388141,39.95948],[116.388109,39.95911],[116.388127,39.958782],[116.388154,39.958498],[116.38819,39.958371],[116.388105,39.95836],[116.388015,39.958357],[116.387952,39.958315],[116.387858,39.958281],[116.387844,39.95826],[116.387701,39.958263],[116.387584,39.958274],[116.387485,39.958284],[116.387395,39.958319],[116.387247,39.95835],[116.387175,39.958364],[116.387108,39.958381],[116.38709,39.958502],[116.387058,39.958564],[116.386973,39.958561],[116.386829,39.958568],[116.386748,39.958602],[116.386726,39.958713],[116.386726,39.959397]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.349318,39.952368],[116.349273,39.952085],[116.349435,39.951338],[116.349444,39.950246],[116.349381,39.948918],[116.354286,39.949596],[116.355921,39.949209],[116.35637,39.949941],[116.356343,39.949969]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.410598,39.953078],[116.411245,39.953081],[116.4116,39.953081],[116.411596,39.952801],[116.4116,39.9525],[116.411605,39.952217],[116.4116,39.952103],[116.411685,39.952089],[116.411694,39.951792],[116.411681,39.951761],[116.41138,39.951768],[116.410881,39.951757],[116.410634,39.951757],[116.410598,39.952455]]]}",28
"{""type"":""Polygon"",""coordinates"":[[[116.337285,39.755803],[116.337303,39.753155],[116.337303,39.751941],[116.33892,39.751945],[116.338884,39.753657],[116.338835,39.755797]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.460371,39.922027],[116.461238,39.922047],[116.461297,39.921674],[116.461404,39.921525],[116.461548,39.921404],[116.461773,39.9213],[116.462226,39.921217],[116.462271,39.920138],[116.460407,39.920121],[116.46038,39.920992]]]}",75
"{""type"":""Polygon"",""coordinates"":[[[116.330494,39.738685],[116.331006,39.736975],[116.332367,39.737194],[116.332825,39.737291],[116.333382,39.737395],[116.332879,39.738886],[116.332609,39.738858],[116.332003,39.738806],[116.331796,39.738778],[116.331194,39.738716]]]}",17
"{""type"":""Polygon"",""coordinates"":[[[116.837205,40.380504],[116.837255,40.379518],[116.838283,40.379536],[116.838441,40.378089],[116.837358,40.377997],[116.837408,40.376942],[116.840817,40.377248],[116.840969,40.379432],[116.841068,40.380604],[116.840911,40.38058],[116.840174,40.380539]]]}",74
"{""type"":""Polygon"",""coordinates"":[[[116.284961,40.042713],[116.285635,40.040096],[116.286982,40.040241],[116.288114,40.041522],[116.288101,40.043183]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.378889,40.090476],[116.379136,40.087923],[116.382375,40.08822],[116.383417,40.088317],[116.383067,40.090907]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.315641,40.08918],[116.318197,40.086527],[116.319333,40.087237],[116.319908,40.087451],[116.3217,40.08506],[116.322109,40.084519],[116.322572,40.084843],[116.322621,40.084864],[116.322105,40.08594],[116.320757,40.088935],[116.319823,40.09086]]]}",77
"{""type"":""Polygon"",""coordinates"":[[[116.369003,39.984731],[116.369025,39.983747],[116.370247,39.983747],[116.370256,39.98355],[116.370709,39.98355],[116.370705,39.984317],[116.369807,39.984317],[116.369667,39.984769]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.486206,39.801872],[116.48728,39.800119],[116.487302,39.800074],[116.484841,39.799027],[116.486341,39.798092],[116.487455,39.797555],[116.487603,39.797506],[116.489049,39.797239],[116.491169,39.796838],[116.492858,39.797759],[116.491821,39.798941],[116.490945,39.799952],[116.490262,39.801033],[116.489144,39.802845]]]}",16
"{""type"":""Polygon"",""coordinates"":[[[116.667048,39.919913],[116.666568,39.919356],[116.666294,39.919048],[116.665957,39.918664],[116.665714,39.91837],[116.665503,39.918135],[116.665225,39.917931],[116.664726,39.917661],[116.664174,39.917485],[116.663688,39.917457],[116.66376,39.917025],[116.663837,39.916658],[116.663926,39.916105],[116.663989,39.915776],[116.665508,39.915887],[116.665485,39.916724],[116.666222,39.916824],[116.666208,39.917191],[116.665988,39.917181],[116.665912,39.917737],[116.666406,39.918],[116.667115,39.918429],[116.66769,39.918689],[116.667735,39.918734],[116.66769,39.918924],[116.667632,39.919055],[116.667529,39.91929],[116.667385,39.919522],[116.667232,39.919737],[116.667138,39.919878],[116.667075,39.919934]]]}",20
"{""type"":""Polygon"",""coordinates"":[[[116.339139,39.76158],[116.339139,39.759205],[116.343712,39.759212],[116.342953,39.761604]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.327476,39.944656],[116.327494,39.943602],[116.328635,39.943519],[116.328639,39.944608]]]}",83
"{""type"":""Polygon"",""coordinates"":[[[116.827129,40.168446],[116.827839,40.165372],[116.829573,40.165358],[116.830902,40.167764],[116.830938,40.168584],[116.829087,40.168542]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.361993,39.747776],[116.362622,39.745831],[116.363381,39.743376],[116.36692,39.744284],[116.366839,39.746511],[116.365734,39.746386],[116.36577,39.747887]]]}",30
"{""type"":""Polygon"",""coordinates"":[[[116.656679,40.148247],[116.656674,40.147327],[116.65777,40.14734],[116.657766,40.147041],[116.659203,40.147047],[116.659733,40.14823],[116.659558,40.148244],[116.659572,40.148771],[116.659513,40.148898],[116.659392,40.148974],[116.659199,40.149009],[116.65742,40.148885],[116.657002,40.148726],[116.656773,40.148512]]]}",24
"{""type"":""Polygon"",""coordinates"":[[[116.417475,39.864284],[116.417466,39.863799],[116.418499,39.863806],[116.418517,39.864007],[116.420475,39.864076],[116.420475,39.864415]]]}",38
"{""type"":""Polygon"",""coordinates"":[[[116.271309,39.914875],[116.271304,39.914024],[116.273397,39.914052],[116.273433,39.915332],[116.275019,39.915328],[116.275028,39.914747],[116.275814,39.914771],[116.275818,39.916262],[116.27443,39.916266],[116.274376,39.916272],[116.274354,39.9163],[116.274224,39.916362],[116.271731,39.916331],[116.271744,39.915927],[116.272346,39.915944],[116.272301,39.914889]]]}",44
"{""type"":""Polygon"",""coordinates"":[[[116.361098,40.081266],[116.365302,40.081604],[116.365688,40.079203],[116.361215,40.079085]]]}",23
"{""type"":""Polygon"",""coordinates"":[[[116.318145,40.086435],[116.321244,40.083892],[116.322088,40.084502],[116.319905,40.087428],[116.319317,40.0872]]]}",51
"{""type"":""Polygon"",""coordinates"":[[[116.469495,39.894435],[116.469643,39.894411],[116.474112,39.894438],[116.474207,39.893743],[116.47422,39.893144],[116.474297,39.892431],[116.474319,39.891629],[116.471754,39.89166],[116.469477,39.891674],[116.469509,39.893424]]]}",65
"{""type"":""Polygon"",""coordinates"":[[[116.321912,39.758519],[116.321907,39.757475],[116.32065,39.757101],[116.320757,39.756047],[116.324413,39.755995],[116.324333,39.757531],[116.324351,39.758533]]]}",19
"{""type"":""Polygon"",""coordinates"":[[[116.555415,40.16537],[116.554759,40.164137],[116.559166,40.163027],[116.559166,40.165036],[116.559143,40.165846],[116.556655,40.165901],[116.556646,40.165394]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.347821,39.969914],[116.348059,39.969213],[116.348769,39.969268],[116.348621,39.970042]]]}",40
"{""type"":""Polygon"",""coordinates"":[[[116.563895,39.873223],[116.567969,39.873018],[116.568149,39.872956],[116.568185,39.872752],[116.568144,39.872606],[116.568068,39.870852],[116.567987,39.870042],[116.56779,39.869377],[116.567484,39.869173],[116.564039,39.869509],[116.563931,39.871509],[116.563913,39.872302]]]}",60
"{""type"":""Polygon"",""coordinates"":[[[116.436181,39.997114],[116.437138,39.997132],[116.437362,39.995781],[116.436181,39.995788]]]}",83
"{""type"":""Polygon"",""coordinates"":[[[116.273257,40.056977],[116.273648,40.054985],[116.276123,40.055313],[116.276155,40.055334],[116.275925,40.05619],[116.275705,40.057253]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.318807,40.039806],[116.319112,40.03915],[116.322795,40.039806],[116.322364,40.04109],[116.320154,40.040641],[116.320307,40.040227]]]}",40
"{""type"":""Polygon"",""coordinates"":[[[116.554691,40.163457],[116.554646,40.160897],[116.556744,40.160545],[116.556555,40.163199]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.462037,39.942158],[116.463726,39.942206],[116.463726,39.939496],[116.462028,39.939496]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.469635,40.00117],[116.471031,40.001221],[116.471108,40.001149],[116.471144,40.000347],[116.471112,40.000251],[116.469653,40.000161]]]}",41
"{""type"":""Polygon"",""coordinates"":[[[116.31927,39.992377],[116.319261,39.991938],[116.318511,39.991903],[116.318403,39.99182],[116.316916,39.991803],[116.316939,39.991544],[116.322616,39.991617],[116.32254,39.992311],[116.32249,39.992373],[116.322401,39.992373]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.251562,40.206227],[116.251562,40.206086],[116.251885,40.2056],[116.25189,40.205314],[116.251773,40.205221],[116.251805,40.204494],[116.253646,40.204536],[116.25366,40.204946],[116.254576,40.204997],[116.254603,40.205552],[116.254854,40.2056],[116.25498,40.206313]]]}",33
"{""type"":""Polygon"",""coordinates"":[[[116.324452,39.755911],[116.32447,39.754123],[116.329258,39.754036],[116.329168,39.755859]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.309076,39.630399],[116.309067,39.628517],[116.309184,39.628218],[116.309355,39.628058],[116.309804,39.627079],[116.311915,39.627051],[116.311964,39.630333]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.154454,39.763364],[116.15449,39.761298],[116.154485,39.76014],[116.153484,39.760133],[116.153502,39.759433],[116.15449,39.759391],[116.154472,39.758857],[116.156466,39.758868],[116.156466,39.761662],[116.156417,39.763485]]]}",39
"{""type"":""Polygon"",""coordinates"":[[[116.456733,39.845955],[116.460775,39.845658],[116.460622,39.844099],[116.456885,39.844273],[116.456948,39.844709],[116.456562,39.84518],[116.456634,39.845484]]]}",7
"{""type"":""Polygon"",""coordinates"":[[[116.376649,39.823886],[116.376793,39.821282],[116.383108,39.821448],[116.383342,39.82309],[116.383216,39.823311],[116.383027,39.823408],[116.379847,39.823935]]]}",18
"{""type"":""Polygon"",""coordinates"":[[[116.462443,39.818474],[116.462434,39.817494],[116.462987,39.817515],[116.462915,39.818488]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.339761,39.891883],[116.34025,39.891886],[116.340228,39.891412],[116.340232,39.891018],[116.340259,39.890727],[116.34025,39.89072],[116.339163,39.890734],[116.338692,39.890731],[116.338202,39.89072],[116.338139,39.89071],[116.338108,39.890786],[116.33809,39.890845],[116.338009,39.890866],[116.337901,39.890869],[116.337915,39.891461],[116.337915,39.891599],[116.33791,39.891852],[116.338121,39.891869],[116.338678,39.891866],[116.338876,39.8919],[116.339046,39.891897],[116.339141,39.891893],[116.339266,39.891893]]]}",15
"{""type"":""Polygon"",""coordinates"":[[[116.587025,39.912371],[116.58703,39.910808],[116.587133,39.910223],[116.58977,39.910213],[116.589824,39.912375]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.47763,39.939222],[116.477643,39.937625],[116.479188,39.937635],[116.479233,39.939243]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.301654,39.892909],[116.301717,39.891006],[116.30557,39.89093],[116.305552,39.892833]]]}",20
"{""type"":""Polygon"",""coordinates"":[[[116.353507,39.889505],[116.354023,39.889501],[116.354719,39.889522],[116.355141,39.889511],[116.355168,39.888923],[116.355155,39.888802],[116.354899,39.888792],[116.35454,39.888785],[116.354207,39.888785],[116.353902,39.888764],[116.353614,39.888743],[116.353498,39.888719],[116.353498,39.889221],[116.353489,39.889401]]]}",40
"{""type"":""Polygon"",""coordinates"":[[[116.368763,39.851677],[116.368772,39.849447],[116.371422,39.849495],[116.371426,39.850894],[116.369764,39.850884],[116.369683,39.851704]]]}",1
"{""type"":""Polygon"",""coordinates"":[[[116.424038,40.004984],[116.428566,40.00488],[116.428503,40.003636],[116.428126,40.003118],[116.427155,40.002849],[116.426571,40.002745],[116.42526,40.002773],[116.423778,40.00278],[116.423778,40.00278],[116.423769,40.00278]]]}",6
"{""type"":""Polygon"",""coordinates"":[[[116.502114,39.965818],[116.503929,39.966316],[116.504486,39.966479],[116.504499,39.966275],[116.504899,39.964961],[116.504585,39.964868],[116.503978,39.96475],[116.503781,39.964712],[116.502667,39.964737]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.193366,39.739321],[116.193344,39.737243],[116.195872,39.737195],[116.195877,39.73931],[116.193429,39.739369]]]}",36
"{""type"":""Polygon"",""coordinates"":[[[116.476259,39.922057],[116.478568,39.921608],[116.478496,39.920874],[116.47625,39.920902]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.5672,40.076682],[116.567042,40.075412],[116.567905,40.075336],[116.568084,40.076592]]]}",87
"{""type"":""Polygon"",""coordinates"":[[[116.442067,39.903403],[116.442431,39.90341],[116.442785,39.903403],[116.443104,39.903421],[116.443576,39.903421],[116.444048,39.903442],[116.444187,39.903448],[116.444214,39.903013],[116.444277,39.902525],[116.444339,39.902061],[116.444357,39.901656],[116.444375,39.901435],[116.444384,39.901373],[116.444214,39.901335],[116.444137,39.901297],[116.44403,39.901248],[116.443845,39.901203],[116.44363,39.901189],[116.443441,39.901169],[116.443315,39.901172],[116.44332,39.901459],[116.443311,39.901895],[116.443288,39.902068],[116.443014,39.902061],[116.442776,39.902065],[116.442471,39.902061],[116.442094,39.902054],[116.442089,39.902175],[116.442103,39.902456],[116.44208,39.90275],[116.442085,39.903134]]]}",22
"{""type"":""Polygon"",""coordinates"":[[[116.466154,39.902833],[116.466127,39.90221],[116.466639,39.902182],[116.466639,39.902833]]]}",11
"{""type"":""Polygon"",""coordinates"":[[[116.451425,39.943336],[116.451443,39.942935],[116.452382,39.942921],[116.452503,39.942783],[116.452503,39.942206],[116.453815,39.942199],[116.453833,39.943049],[116.453577,39.943053],[116.452692,39.943181],[116.452261,39.943263]]]}",72
"{""type"":""Polygon"",""coordinates"":[[[116.40145,39.848318],[116.401602,39.846871],[116.401378,39.846871],[116.401369,39.846074],[116.402114,39.846116],[116.40206,39.845264],[116.40206,39.845119],[116.401818,39.84505],[116.40162,39.844433],[116.403668,39.844219],[116.403417,39.848422]]]}",56
"{""type"":""Polygon"",""coordinates"":[[[116.46489,39.899017],[116.464904,39.898131],[116.466372,39.898107],[116.466426,39.898989]]]}",90
"{""type"":""Polygon"",""coordinates"":[[[116.201163,39.940359],[116.201203,39.938098],[116.202322,39.938132],[116.202246,39.938309],[116.202281,39.940349]]]}",75
"{""type"":""Polygon"",""coordinates"":[[[116.480392,39.919227],[116.482602,39.919227],[116.482629,39.918674],[116.482234,39.917484],[116.480051,39.917449]]]}",69
"{""type"":""Polygon"",""coordinates"":[[[116.327646,40.145312],[116.326991,40.143767],[116.327067,40.143695],[116.327835,40.14343],[116.330337,40.143288],[116.33044,40.143426],[116.330471,40.14354],[116.330669,40.145057],[116.330629,40.145143],[116.327777,40.145367]]]}",12
"{""type"":""Polygon"",""coordinates"":[[[116.339023,39.890202],[116.339423,39.890205],[116.339616,39.890205],[116.339724,39.890202],[116.340447,39.890223],[116.340851,39.890226],[116.341179,39.890229],[116.342131,39.890254],[116.34241,39.890257],[116.34241,39.890039],[116.342419,39.889527],[116.342428,39.889486],[116.342464,39.889074],[116.342477,39.888302],[116.34245,39.88798],[116.34245,39.887804],[116.342468,39.88751],[116.342459,39.887143],[116.342468,39.886918],[116.342464,39.88687],[116.342374,39.88679],[116.342257,39.886717],[116.3421,39.8867],[116.341758,39.886717],[116.340954,39.886704],[116.340195,39.886735],[116.339679,39.886752],[116.339432,39.886752],[116.339162,39.886787],[116.339077,39.88679],[116.339041,39.888333],[116.339014,39.889174],[116.338996,39.889859]]]}",78
"{""type"":""Polygon"",""coordinates"":[[[116.383567,39.908039],[116.383818,39.908053],[116.384029,39.908057],[116.384155,39.908057],[116.384231,39.908063],[116.384218,39.907389],[116.384195,39.907033],[116.383607,39.907026],[116.383513,39.907019],[116.383522,39.907531],[116.383535,39.907814],[116.383544,39.907977]]]}",2
"{""type"":""Polygon"",""coordinates"":[[[116.500235,39.804268],[116.499606,39.802037],[116.506281,39.80099],[116.50691,39.80291],[116.50708,39.803561],[116.504547,39.806672],[116.500307,39.80451]]]}",2
"{""type"":""Polygon"",""coordinates"":[[[116.448879,39.94294],[116.449206,39.942926],[116.449557,39.942923],[116.449709,39.942929],[116.449754,39.942926],[116.449777,39.942653],[116.449786,39.942432],[116.44975,39.942307],[116.449323,39.942311],[116.448928,39.942331],[116.448861,39.942331]]]}",73
"{""type"":""Polygon"",""coordinates"":[[[116.385321,39.847745],[116.385379,39.846374],[116.386466,39.846384],[116.386435,39.847793]]]}",99
"{""type"":""Polygon"",""coordinates"":[[[116.403341,39.850615],[116.403436,39.848437],[116.405299,39.848482],[116.405362,39.848538],[116.405403,39.848628],[116.405448,39.84869],[116.405376,39.850262],[116.404734,39.85066]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[115.960413,39.728158],[115.960844,39.726777],[115.961343,39.725234],[115.96212,39.725151],[115.962151,39.724585],[115.965255,39.724547],[115.965471,39.722914],[115.967654,39.722986],[115.967496,39.724839],[115.967775,39.724852],[115.967681,39.726764],[115.967631,39.728078],[115.967631,39.728078]]]}",48
"{""type"":""Polygon"",""coordinates"":[[[116.674095,40.134447],[116.673916,40.133026],[116.674509,40.132888],[116.674428,40.132592],[116.674994,40.132502],[116.675093,40.132868],[116.675353,40.132888],[116.675605,40.134261]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.298236,40.028374],[116.298204,40.028819],[116.298101,40.029958],[116.298487,40.030017],[116.299022,40.03009],[116.299695,40.030162],[116.300895,40.03029],[116.302067,40.030438],[116.303136,40.030563],[116.30389,40.030659],[116.304649,40.030746],[116.304793,40.029213],[116.30491,40.028149],[116.304968,40.027503],[116.304973,40.027424],[116.304079,40.027279],[116.302871,40.027086],[116.302193,40.026972],[116.301528,40.026816],[116.300975,40.026699],[116.298469,40.026281],[116.29837,40.027113],[116.298289,40.027773],[116.298258,40.028139]]]}",41
"{""type"":""Polygon"",""coordinates"":[[[116.337536,39.901934],[116.337841,39.901948],[116.338007,39.901965],[116.338376,39.902048],[116.338614,39.902103],[116.338825,39.902148],[116.338874,39.902069],[116.339045,39.901854],[116.33926,39.901557],[116.339521,39.901148],[116.339539,39.901086],[116.339471,39.901072],[116.339368,39.901055],[116.339427,39.900557],[116.339085,39.90055],[116.339081,39.899298],[116.339072,39.898896],[116.338519,39.898882],[116.338173,39.898882],[116.337904,39.898889],[116.337783,39.89892],[116.337621,39.899048],[116.337549,39.899194],[116.337549,39.899329],[116.337549,39.900827]]]}",23
"{""type"":""Polygon"",""coordinates"":[[[116.463867,39.992331],[116.466005,39.99261],[116.466606,39.99109],[116.46481,39.990575],[116.463862,39.991]]]}",27
"{""type"":""Polygon"",""coordinates"":[[[116.41287,40.013564],[116.413382,40.013557],[116.413373,40.013095],[116.412897,40.013108]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.386471,39.847855],[116.391394,39.847342],[116.391286,39.846491],[116.386516,39.846421]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.340828,39.834792],[116.340666,39.834709],[116.339921,39.832541],[116.342634,39.832527],[116.343352,39.832514],[116.344035,39.832451],[116.344754,39.832451],[116.345113,39.832451],[116.345445,39.832389],[116.346191,39.832237],[116.347062,39.83207],[116.347673,39.831959],[116.348374,39.831828],[116.3485,39.831828],[116.349461,39.833774],[116.347637,39.834266],[116.346353,39.834598],[116.345023,39.834834],[116.344915,39.834848],[116.343954,39.834806],[116.343478,39.834764],[116.342768,39.834764],[116.342274,39.834799],[116.341843,39.834758],[116.34143,39.834764]]]}",48
"{""type"":""Polygon"",""coordinates"":[[[116.296896,39.868007],[116.297067,39.866339],[116.297337,39.866363],[116.297422,39.866359],[116.297489,39.866397],[116.297584,39.866442],[116.298855,39.866657],[116.300117,39.86682],[116.300225,39.867976]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.346674,40.040984],[116.346688,40.040811],[116.346841,40.040504],[116.346818,40.040435],[116.346787,40.040355],[116.347079,40.039996],[116.34733,40.039882],[116.347451,40.039858],[116.347514,40.039648],[116.347986,40.039668],[116.348017,40.039869],[116.349104,40.039862],[116.349684,40.039862],[116.349805,40.04],[116.349535,40.040276],[116.349073,40.040773],[116.348781,40.041122],[116.348615,40.04135],[116.34839,40.041681],[116.348359,40.041743],[116.348228,40.041795],[116.348112,40.041802],[116.348026,40.041795],[116.347802,40.041691],[116.347478,40.041533],[116.347209,40.041377],[116.347016,40.041256],[116.346787,40.041094]]]}",50
